comments,contain_gender_bias,bias,hate,english
왕따당하는얘들은 당할만하다,FALSE,others,hate,Those who are bullied deserve it.
왕빛나 눈 너무 부담스럽네여글고 남상미나왔던 드라마랑 비슷일본드라마 짜깁기했네요,FALSE,none,offensive,Wang Bit-na's eyes are so burdensome. It's similar to the drama that Nam Sang-mi appeared in. It's a Japanese drama that was put together.
왕의귀환..진짜가나타났다! 잠시 bts 쪽으로 외도는했지만..지디가 돌아왔다~!!~♡♡♡ 너가 멀해도 좋다~~~,FALSE,none,none,The Return of the King...the real thing has appeared! Although he had an affair with BTS for a while...GD is back~!!~♡♡♡ It's okay for you to stay away~~~
왕지혜 34살이지만 외모는 인정한다.여자라면 이정도는 되야지,TRUE,gender,none,"Wang Ji-hye is 34 years old, but I recognize her looks. Any woman should be like this."
왕진진부인낸시랭님 결혼후 더 이뻐지셨네요ㅎㅎ 왕진진♡낸시랭 알콩달콩 이쁜사랑하시면서 오래오래 행복하게 잘사세요ㅎㅎ 과거는잊어버리시고 둘만의행복을찾아요 ㅎㅎ 그리고 네티즌말신경쓰지마세요,FALSE,none,none,"Wang Jin-jin's wife, Nancy Lang, has become prettier after marriage haha. Wang Jin-jin ♡ Nancy Lang. Live happily ever after with your sweet, sweet love. Forget the past and find your own happiness. Haha. And don't pay attention to what netizens say."
왜 HOT 발톱의 때보다 못한 것들인지 여실히 들어난다 라이벌은 개뿔 얘넨 오합지졸이다 젝키 .. 여섯개의 똥파리들,FALSE,others,hate,It's clearly revealed why they're worse than HOT's claws. Their rivals are a mess. They're a mixed bag. Sechskies.. Six shit flies.
왜 갑자기 미이라가 생각나지?,FALSE,none,none,Why do I suddenly think of the mummy?
왜 갑자기 폐암 ㅠ 스토리가 맥략이 없어,FALSE,none,none,Why is there lung cancer all of a sudden? There is no plot in the story.
왜 고소를 취하한걸까 ? 암튼 보고싶진않다,FALSE,none,none,"Why did you withdraw the complaint? Anyway, I don't want to see it."
왜 김수현은 오래걸리는거같지?? 이민호는 빨리나오는거같네,FALSE,none,none,Why does Kim Soo-hyun seem to be taking so long?? Looks like Lee Min-ho is coming out quickly.
왜 김지석 기시에 홍진영자매 악플다냐? 이해불가다 보기싫으면 보지마 니들은 보기싫어도 난 홍지매 재밌으니까 홍선영언니 끼많고 재밌더만 웃는 모습이 너무 귀엽고 천진난만하심 계속 보고싶음,FALSE,none,none,"Why are you posting malicious comments about Kim Ji-seok and Hong Jin-young? I don't understand. Don't look if you don't want to see it. Even if you don't want to see it, I like Hong Ji-mae. Hong Seon-young is very talented and funny, but her smile is so cute and innocent. I want to keep seeing her."
왜 까? 이런 사건이 내이름이랑 같다면 sns 에 한마디 올릴수도 있지... sns 쳐 보지도 않는 ㅅ ㄲ 들이 깐다고 바쁘네..,FALSE,none,hate,"Why? If this kind of incident is the same as my name, I can post something on SNS... People who don't even look at SNS are busy criticizing it.."
왜 나온거임? 보다 채널 돌림~,FALSE,none,offensive,Why did it come out? Change the channel~
"왜 난 유진씨만보면 아직도 고인 박용하씨가 떠오르는지,,,",FALSE,none,none,Why do I still think of the late Park Yong-ha when I see Eugene?
왜 대학 cc를 하면 안되는지 연예인들이 보여주네 ㅋ 남자는 개인적인 일에 대해서 침묵하고 싶어하지만 여자가 여기저기 떠벌리면서 남자 쓰레기만듬. 팩트로 반박하면 잠자리에서 섹드립친거 까지 꺼내가면서 쓰레기만듬. 결국 남자 휴학,TRUE,gender,hate,"Celebrities show why you shouldn't do college cc. Men want to keep quiet about personal matters, but women talk about it here and there, making men trash. If you refute it with facts, you'll make trash by even bringing up the sex chat you had in bed. In the end, the man took a leave of absence"
왜 런닝'맨' 이지?? 여자도 있는데 왜 꼭 맨이라고하는건 여성차별적프로그램이라는거야~~ 런닝'피플'로 바꿔라ㅋㅋㅋ,TRUE,gender,none,"Why Running ‘Man’?? There are women, so why do they say they are men? It's a program that discriminates against women. Change it to Running 'People' haha."
왜 로또를 사지 않을까요 ㅋ 번호 기억 해서 과거로 간 후 로또 사면 1등 되고 .. 좋을텐데...,FALSE,none,none,"Why not buy a lottery ticket? It would be nice to remember the numbers, go back in time, and buy a lottery ticket to win first place."
왜 못 잡아먹어서 안달이야 걍 냅둬라 좀,FALSE,none,none,Why am I so upset that I can’t eat it? Just leave it alone.
왜 분위기가 한서희 우쭈주잘했다임? 욕먹어야지너도,FALSE,none,none,Why does the atmosphere say Han Seo-hee was so good? You should get criticized too
왜 스타들이 라스 안나오는줄 알겠더라. 사전 인터뷰때 대수롭지 않게 뱉은 말을 싸움붙이려고 부풀려서 MC들이 굳이 언급함. 그리고 논란같은거 생기면 편집 그딴거 없고 걍 내보냄,FALSE,none,none,"I wonder why stars don't appear on Las Vegas. In an attempt to start a fight, the MCs blurted out words that were said casually during the pre-interview and were amplified. And if a controversy arises, there is no editing, it is just sent out."
왜 아이돌을 내보는거지?? 제작비 때우나?? 아니면 그냥 내보지 말길,FALSE,none,offensive,Why are you promoting idols?? Are you covering production costs?? Or just don't show it
왜 애기기 아직없을까?,FALSE,none,offensive,Why aren't there any babies yet?
왜 엄마 성을 따랐지?,FALSE,others,offensive,Why did you take your mom’s last name?
왜 엄마 성이냐?,FALSE,others,offensive,Why is it your mother’s last name?
왜 엄마가 죄스러워야 되죠?당당하게 사세요 엄마가 죕니까,FALSE,none,none,Why does my mom have to feel guilty? Live proudly. Is your mom guilty?
왜 없나요? 난 김수민아나운서 더 좋이ㅣ졌는데...할말하는 연예인 공인 사람들이 좋아요~~,FALSE,none,none,Why isn't there one? I like announcer Kim Soo-min better... I like celebrities and public figures who have something to say~~
왜 여자로써 안사랑하고 하나는 남장을 하는거지?,TRUE,gender,offensive,Why don't you love me as a woman and why do you dress up as a man?
"왜 여자만 차별하지? 남자연예인들 도박 마약 등등 많이 하고도 잘만 나오잖아 ! 다표적으로. 이수근, 주지훈 등등 . 여기에 악플다는 여자들. . . . 생각좀하자",TRUE,gender,offensive,"Why do we only discriminate against women? Male celebrities do a lot of gambling, drugs, etc. and still end up doing well! Multi-target. Lee Soo-geun, Ju Ji-hoon, etc. These are the women who are posting malicious comments here. . . . Let's think about it"
왜 여자만 항상 독박육아를 해야하는지 모르겠다,TRUE,gender,none,I don't know why women always have to raise children alone.
왜 연예인이 다이어트 성공한거나 임 신한걸 뉴스 기사로 봐야하는거지 대단한건가?몇달뒤에 요요와서 원상복귀해도 기사쓰것네,FALSE,none,offensive,"Why do we have to see news articles about celebrities succeeding in dieting or becoming pregnant? Is that great? Even if Yoyo returns to normal in a few months, there will still be articles written about it."
왜 욕먹는거?연예인들 몰래 사귀는거?그럼 욕 안먹을 연예인이 있긴 한가?또 머 있음?예능 찍은거?무슨 다큐 찍었나?이상한 인간들이네 욕먹을 이유가 1도 없는 연예인 같은대 쓸때없이 ㅈㄹ들이네,FALSE,others,hate,"Why are they being criticized? Are celebrities secretly dating? Then are there any celebrities who won't be criticized? Are there any? Did they film a variety show? Did they film a documentary? They're strange people. They say they're celebrities who have no reason to be criticized, but they're useless bastards."
왜 유이는뭐든 잘하는대 유이 기사에는 악플이많는지 난개인적으로 유이 참좋아하는 배우 앞으로 쭉 잘 나갔으면 수지보다 유이가 더 짱ㆍ,FALSE,none,none,"Why is it that Yui is good at everything? There are a lot of negative comments on Yui's articles. Personally, I really like Yui. If she continues to do well in the future, Yui will be better than Suzy."
왜 윤지성뜨는거야 나 진짜 맨날 투표했는데ㅠㅠ 팬 많은게 진짜,FALSE,none,none,Why is Yoon Ji-sung so popular? I really voted all the timeㅠㅠ He really has a lot of fans
왜 이러나 정말 이건 불륜인데 나중에 늘겅서 어쪄려고,FALSE,none,none,"Why is this happening? This is really an affair, so what are you going to do with it later?"
왜 이러시나요?암에 걸려 생사가 불명한 사람들도 살아내려고 애쓰는데 이리 허망하게 가시다니ᆢ삼가고인의 명복을 빕니다,FALSE,none,offensive,"Why are you doing this? Even people who have cancer and whose fate is unknown are trying to survive, but they pass away in vain. May the deceased rest in peace."
왜 이렇게 늦게 가는데....?? 병역비리세요???,FALSE,others,hate,Why are you leaving so late...?? Are you doing military service corruption???
왜 이제 중국에서 돈벌이 끝났니? 참 추잡스럽게 산다,FALSE,others,offensive,Why are you done making money in China now? I live such a dirty life
왜 이제야 나오셨어요? 보는 내내 불편함에 언제 끝나나 기다리며 봤네. 루머처럼 쇼윈도우 부부의 전형적인 모습에 피디의 능력을 의심까지하게...조기하차 희망합니다!,FALSE,others,offensive,"Why did you come out now? I was so uncomfortable the whole time I was watching it, waiting to see when it would end. As rumored, the typical appearance of a show window couple makes people doubt the PD's abilities... I hope they leave early!"
왜 저렇게살까,FALSE,none,none,Why do I live like that?
왜 전 국민의 입맛을 백종원 레시피에 맞춰야 하는지?,FALSE,none,offensive,Why do we have to adapt the tastes of the entire nation to Baek Jong-won's recipe?
왜 참나 애나잘키워라 한심하다,FALSE,none,offensive,"Why, raise your child well? It’s pathetic."
왜 처음에 좋은느낌에 드라마라구 생각했는데 결국 진부한설정 산으로가는 개갑질 개막장 드라마가 되는가.......,FALSE,none,none,"Why did I initially think it was a drama with a good feel, but in the end it ended up being an opening scene drama with a cliché setting..."
왜 하차야 소속사가 잘못했구안 스케줄을 소속사가짜서 움직이는거아님???,FALSE,none,none,Why did you have to leave? It's the agency's fault. Isn't the agency planning the schedule???
왜 하필 어묵 먹방을 했을까? 거참..,FALSE,none,none,Why did I do a fish cake mukbang? Wow..
왜 하필 이때 폭로 하는걸까? 3년이나지나서 제2의 전성기가 오는시기에 바로하면되지?이상해 폭로한여자도 수상하고. 혹시 돈? 강지환이여자들처럼 합의금? 그런데 나가면 돈일수도 ???,TRUE,gender,offensive,"Why are you exposing it at this time? Why not do it right away after 3 years, when the second prime comes? It's strange, the woman who revealed it also received awards. Maybe money? Kang Ji-hwan's settlement money like the women? But if you go out, it could be money???"
왜 하필 전라도로 가서 이런 참변을 당하셨나...,FALSE,others,offensive,Why did you have to go to Jeolla-do and suffer such a disaster?
왜? 난지금 얼굴이 제일 이쁘구만.,FALSE,none,none,why? I have the prettiest face right now.
"왜? 돈 잘버는 연예인이 다자녀 쉽게 키우니깐 불편하세요?? 그럼 노력해서 돈 잘버시지 그랬어요.. 정부탓, 사회탓만 할게 아니라 본인이 어디까지 해봤냐를 따져야죠..",FALSE,none,none,"why? Are you uncomfortable because celebrities who make a lot of money raise multiple children with ease?? Then you should have worked hard and made good money. Instead of just blaming the government or society, you should consider how far you have tried."
왜? 문재인씨 라고 하면 안되???? 겁나 별거가지고 트집이야,FALSE,none,none,why? Can’t you say Mr. Moon Jae-in???? It's so scary to make a fuss about something separate.
왜?불쌍한다고 생각하지?참 대한 민국인식이 이해안감,FALSE,others,offensive,Why? Do you think it’s pitiful? I really don’t understand the perception of the Republic of Korea.
왜관심을 가져야 하는지 ㅋㅋㅋ,FALSE,none,offensive,Why should I care?
왜남자만 뺑이쳐야하는지 참,TRUE,gender,none,Why do only men have to get away with it?
왜냐고 이유가 참 이해안가는 죽음이다죽을애들은 절대 안죽고...,FALSE,others,offensive,It's a death that I really don't understand why. People who are going to die never die...
